Serial Number,Part #,Cells,Cracks,Dry Mix,Blisters,Molded in Flash,Improper Sanding,Non-Fills,Chips,Pits,IMC Short Shots,IMC Blisters,Test Parts,Press/Equip Malfunction,Wavy,IMC Peel,IMC Chips,Teardown,IMC Tracks,External Trials,Holes Off,Dips,Paint Sags/Drips,Poor Repair,Too Heavy
30f269fbfe8017408a0a0007,119527,Press 8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012c00a0a0048,84143855,Press 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8017808a0c0055,118439,Press 8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8017808a0c0057,118439,Press 8,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012400a140060,84143854,Press 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012400a14010f,84143854,Press 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012400a14012e,84143854,Press 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012400a140152,84143854,Press 3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013008a3200bd,84546661,Press 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
30f269fbfe8012808a340012,84546662,Press 4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a340022,84546662,Press 4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a340026,84546662,Press 4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a340024,BDC81721,Press 3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a34002a,BDC81721,Press 3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a34002e,BDC81721,Press 3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a34004d,BDC81721,Press 3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a340053,BDC81721,Press 3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a340059,BDC81721,Press 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30f269fbfe8011800a340065,BDC81721,Press 3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a340066,BDC81721,Press 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a360062,BDC81721,Press 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a360063,BDC81721,Press 3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a360065,BDC81721,Press 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a360066,BDC81721,Press 3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a360067,BDC81721,Press 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30f269fbfe8011800a360068,BDC81721,Press 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a36006d,BDC81721,Press 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a36006e,BDC81721,Press 3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a36006f,BDC81721,Press 3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011800a360070,BDC81721,Press 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a36008f,84546120,Press 5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360091,84546120,Press 5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a36009c,84546120,Press 5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a36009e,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a3600a6,84546120,Press 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30f269fbfe8012018a3600cf,84546120,Press 5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30f269fbfe8012018a3600d1,84546120,Press 5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a3600ea,84546120,Press 5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a3600ed,84546120,Press 5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a3600ee,84546120,Press 5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360100,84546120,Press 5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360101,84546120,Press 5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360105,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360107,84546120,Press 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360111,84546120,Press 5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a360118,84546120,Press 5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a380045,84546120,Press 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a38004e,84546120,Press 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a380050,84546120,Press 5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a380051,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a38005a,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a380075,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a38007c,84546120,Press 5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a38007e,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a380086,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a3800a1,84546120,Press 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a3a00bf,JL99101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a3a00c0,JL99101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a00c3,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a00ce,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a3a00d6,JL99101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a00d7,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a00dc,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a00df,JL98101HUN,Press 10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a3a00f4,JL99101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a0102,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a0116,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a3a0146,JL98101HUN,Press 10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a3a0146,JL99101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a3a014a,JL99101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8002808a3e016b,4JL0601HUN,Press 2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8002808a3e0170,4JL0601HUN,Press 2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8002808a3e01e7,4JL0601HUN,Press 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8011c18a400040,BDC52947,Press 9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a460010,4JL0301HUN,Press 4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a46004e,JL98101HUN,Press 10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a46003e,4JL0301HUN,Press 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a460043,4JL0301HUN,Press 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30f269fbfe8002408a460068,4JL0501HUN,Press 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe801a808a460092,2JL0601HUN,Press 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a46021b,JL98101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a48002d,4JL0301HUN,Press 4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a48002e,4JL0301HUN,Press 4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a480041,JL98101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a480044,4JL0301HUN,Press 4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a480063,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a4a0001,JL98101HUN,Press 10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a4a0001,JL99101HUN,Press 10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a4a0002,JL98101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a4a0002,JL99101HUN,Press 10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a4c0005,4JL0301HUN,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8009400a4c0006,HL3V16615AC,Press 6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8009400a4c0008,HL3V16615AC,Press 6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a4c0007,4JL0301HUN,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a4c0025,4JL0301HUN,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a4c003f,4JL0301HUN,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a4c0045,4JL0301HUN,Press 4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a4c0057,4JL0301HUN,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8009400a4c0167,HL3V16615AC,Press 6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e0001,84546662,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e0002,84546662,Press 4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013008a4e0008,84546661,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e001b,84546662,Press 4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013008a4e0023,84546661,Press 4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e0023,84546662,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013008a4e0024,84546661,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e0024,84546662,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e0025,84546662,Press 4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e0026,84546662,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013008a4e0028,84546661,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012808a4e002a,84546662,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8000800a4e01a2,4JL0701HUN,Press 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8000800a4e01a6,4JL0701HUN,Press 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8000800a4e01af,4JL0701HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001420a4e0129,JL98101HUN,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a500031,JL98101HUN,Press 10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8018820a500064,JT0301HUN,Press 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8018820a50007a,JT0301HUN,Press 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe801ac00a5000c6,2JL0501HUN,Press 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a52001a,4JL0301HUN,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a520027,JL99101HUN,Press 10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012400a52000e,84143854,Press 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a540039,4JL0301HUN,Press 4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe801ac00a540002,2JL0501HUN,Press 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a5400ac,84546120,Press 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a580005,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a58000d,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a0001,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a000d,4JL0401HUN,Press 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a001d,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a0036,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a0037,4JL0301HUN,Press 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a0038,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a003b,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a0045,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001c00a5a0057,4JL0301HUN,Press 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8002408a5a0110,4JL0501HUN,Press 2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001820a5c005e,JL99101HUN,Press 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013418a5c004a,AMV96976,Press 11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013418a5c004b,AMV96976,Press 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30f269fbfe8013418a5c004c,AMV96976,Press 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30f269fbfe8013418a5c004d,AMV96976,Press 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30f269fbfe8013418a5c004e,AMV96976,Press 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30f269fbfe8013418a5c004f,AMV96976,Press 11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013418a5c0050,AMV96976,Press 11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013418a5c0052,AMV96976,Press 11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8013418a5c0059,AMV96976,Press 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30f269fbfe8003c10a5e013b,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a5e013c,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a5e013d,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a5e013e,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a5e01c0,4JL0101HUN,Press 11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8017408a5e0010,119527,Press 8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6001be,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6001bf,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6001c4,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6001c5,4JL0101HUN,Press 11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a600201,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a600244,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a600247,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a600249,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a60024c,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a60024e,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a60024f,4JL0101HUN,Press 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8012018a620005,84546120,Press 5,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8017808a62002b,118439,Press 8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8019400a620023,KR3V16854A,Press 7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a64014b,4JL0101HUN,Press 11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b0,JL98101HUN,Press 10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b1,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b2,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b4,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b5,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b6,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400b9,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400bb,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400bc,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400c0,JL98101HUN,Press 10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400c1,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400c3,JL98101HUN,Press 10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a6400d1,JL99101HUN,Press 10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6401b3,4JL0101HUN,Press 11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6401b5,4JL0101HUN,Press 11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8003c10a6401b6,4JL0101HUN,Press 11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a6400e9,JL98101HUN,Press 10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001418a660002,JL98101HUN,Press 10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8001818a660002,JL99101HUN,Press 10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30f269fbfe8002808a680094,4JL0601HUN,Press 2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
